※ 매월 말일자 통계 현황,,,,,,,
,,2021년05월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4672036000,전라남도 곡성군 고달면,"1,167",696,1.68,582,585,0.99
4672037000,전라남도 곡성군 옥과면,"4,240","2,280",1.86,"2,117","2,123",1
4672038000,전라남도 곡성군 입면,"2,465","1,365",1.81,"1,230","1,235",1
4672039000,전라남도 곡성군 겸면,"1,684","1,034",1.63,829,855,0.97
4672040000,전라남도 곡성군 오산면,"1,430",844,1.69,730,700,1.04
4673000000,전라남도 구례군 ,"25,287","13,320",1.9,"12,311","12,976",0.95
4673025000,전라남도 구례군 구례읍,"10,714","5,184",2.07,"5,212","5,502",0.95
4673031000,전라남도 구례군 문척면,"1,270",707,1.8,644,626,1.03
4673032000,전라남도 구례군 간전면,"1,492",884,1.69,731,761,0.96
4673033000,전라남도 구례군 토지면,"2,513","1,449",1.73,"1,223","1,290",0.95
4673034000,전라남도 구례군 마산면,"2,616","1,352",1.93,"1,284","1,332",0.96
4673035000,전라남도 구례군 광의면,"2,272","1,286",1.77,"1,081","1,191",0.91
4673036000,전라남도 구례군 용방면,"1,458",810,1.8,700,758,0.92
4673037000,전라남도 구례군 산동면,"2,952","1,648",1.79,"1,436","1,516",0.95
4677000000,전라남도 고흥군 ,"63,434","35,338",1.8,"30,819","32,615",0.94
4677025000,전라남도 고흥군 고흥읍,"12,474","5,881",2.12,"6,126","6,348",0.97
4677025300,전라남도 고흥군 도양읍,"9,716","5,014",1.94,"4,750","4,966",0.96
4677025400,전라남도 고흥군 도양읍소록출장소,616,462,1.33,311,305,1.02
4677025500,전라남도 고흥군 도양읍시산출장소,224,141,1.59,118,106,1.11
4677031000,전라남도 고흥군 풍양면,"3,113","1,851",1.68,"1,544","1,569",0.98
4677032000,전라남도 고흥군 도덕면,"2,957","1,739",1.7,"1,420","1,537",0.92
4677033000,전라남도 고흥군 금산면,"4,340","2,535",1.71,"2,108","2,232",0.94
4677034000,전라남도 고흥군 도화면,"3,859","2,274",1.7,"1,864","1,995",0.93
4677035000,전라남도 고흥군 포두면,"4,900","2,881",1.7,"2,365","2,535",0.93
4677036000,전라남도 고흥군 봉래면,"1,885","1,091",1.73,915,970,0.94
4677037000,전라남도 고흥군 점암면,"2,628","1,668",1.58,"1,244","1,384",0.9
4677038000,전라남도 고흥군 과역면,"3,313","1,897",1.75,"1,583","1,730",0.92
4677039000,전라남도 고흥군 남양면,"2,287","1,337",1.71,"1,078","1,209",0.89
4677040000,전라남도 고흥군 동강면,"3,102","1,806",1.72,"1,514","1,588",0.95
4677041000,전라남도 고흥군 대서면,"2,264","1,374",1.65,"1,106","1,158",0.96
4677042000,전라남도 고흥군 두원면,"3,016","1,791",1.68,"1,427","1,589",0.9
4677044000,전라남도 고흥군 영남면,"1,267",766,1.65,604,663,0.91
4677045000,전라남도 고흥군 동일면,"1,473",830,1.77,742,731,1.02
4678000000,전라남도 보성군 ,"39,891","22,497",1.77,"19,498","20,393",0.96
4678025000,전라남도 보성군 보성읍,"9,058","4,496",2.01,"4,455","4,603",0.97
4678025300,전라남도 보성군 벌교읍,"11,571","6,431",1.8,"5,674","5,897",0.96
4678031000,전라남도 보성군 노동면,"1,105",700,1.58,527,578,0.91
4678032000,전라남도 보성군 미력면,"1,413",831,1.7,700,713,0.98
4678033000,전라남도 보성군 겸백면,"1,173",732,1.6,568,605,0.94
4678034000,전라남도 보성군 율어면,"1,208",708,1.71,588,620,0.95
4678035000,전라남도 보성군 복내면,"1,676","1,000",1.68,795,881,0.9
4678036000,전라남도 보성군 문덕면,888,583,1.52,453,435,1.04
4678037000,전라남도 보성군 조성면,"3,695","2,227",1.66,"1,782","1,913",0.93
4678038000,전라남도 보성군 득량면,"2,777","1,671",1.66,"1,348","1,429",0.94
4678038500,전라남도 보성군 득량면예당출장소,"1,213",698,1.74,587,626,0.94
4678039000,전라남도 보성군 회천면,"3,047","1,768",1.72,"1,506","1,541",0.98
4678040000,전라남도 보성군 웅치면,"1,067",652,1.64,515,552,0.93
4679000000,전라남도 화순군 ,"62,225","31,329",1.99,"30,786","31,439",0.98
4679025000,전라남도 화순군 화순읍,"38,918","17,286",2.25,"19,125","19,793",0.97
4679031000,전라남도 화순군 한천면,930,570,1.63,476,454,1.05
4679031500,전라남도 화순군 한천면영외출장소,427,277,1.54,202,225,0.9
4679032000,전라남도 화순군 춘양면,"1,788","1,100",1.63,918,870,1.06
4679033000,전라남도 화순군 청풍면,"1,052",701,1.5,514,538,0.96
4679034000,전라남도 화순군 이양면,"1,782","1,142",1.56,874,908,0.96
4679035000,전라남도 화순군 능주면,"3,273","1,731",1.89,"1,618","1,655",0.98
4679036000,전라남도 화순군 도곡면,"2,878","1,673",1.72,"1,437","1,441",1
4679037000,전라남도 화순군 도암면,"1,430",883,1.62,736,694,1.06
4679038000,전라남도 화순군 이서면,988,625,1.58,508,480,1.06
4679039500,전라남도 화순군 백아면,"1,598","1,027",1.56,801,797,1.01
4679040000,전라남도 화순군 동복면,"1,622","1,000",1.62,765,857,0.89
4679041500,전라남도 화순군 사평면,"2,142","1,302",1.65,"1,089","1,053",1.03
4679042000,전라남도 화순군 동면,"3,397","2,012",1.69,"1,723","1,674",1.03
4680000000,전라남도 장흥군 ,"37,095","20,217",1.83,"18,032","19,063",0.95
4680025000,전라남도 장흥군 장흥읍,"15,151","7,439",2.04,"7,384","7,767",0.95
4680025300,전라남도 장흥군 관산읍,"4,878","2,808",1.74,"2,380","2,498",0.95
4680025600,전라남도 장흥군 대덕읍,"3,332","1,927",1.73,"1,600","1,732",0.92
4680031000,전라남도 장흥군 용산면,"2,315","1,340",1.73,"1,117","1,198",0.93
4680032000,전라남도 장흥군 안양면,"2,808","1,648",1.7,"1,375","1,433",0.96
4680033000,전라남도 장흥군 장동면,"1,237",729,1.7,587,650,0.9
4680034000,전라남도 장흥군 장평면,"2,089","1,305",1.6,990,"1,099",0.9
4680035000,전라남도 장흥군 유치면,"1,065",677,1.57,540,525,1.03
4680036000,전라남도 장흥군 부산면,"1,442",859,1.68,704,738,0.95
4680037000,전라남도 장흥군 회진면,"2,778","1,485",1.87,"1,355","1,423",0.95
4681000000,전라남도 강진군 ,"34,275","18,622",1.84,"16,582","17,693",0.94
4681025000,전라남도 강진군 강진읍,"13,486","6,677",2.02,"6,508","6,978",0.93
4681031000,전라남도 강진군 군동면,"4,418","2,275",1.94,"2,152","2,266",0.95
4681032000,전라남도 강진군 칠량면,"2,287","1,349",1.7,"1,106","1,181",0.94
4681033000,전라남도 강진군 대구면,"1,136",683,1.66,543,593,0.92
4681034000,전라남도 강진군 도암면,"2,508","1,488",1.69,"1,215","1,293",0.94
4681035000,전라남도 강진군 신전면,"1,776","1,028",1.73,847,929,0.91
4681036000,전라남도 강진군 성전면,"2,786","1,604",1.74,"1,360","1,426",0.95
4681037000,전라남도 강진군 작천면,"1,833","1,118",1.64,882,951,0.93
4681038000,전라남도 강진군 병영면,"1,624",973,1.67,766,858,0.89
4681039000,전라남도 강진군 옴천면,628,396,1.59,313,315,0.99
4681040000,전라남도 강진군 마량면,"1,793","1,031",1.74,890,903,0.99
4682000000,전라남도 해남군 ,"68,153","35,313",1.93,"33,705","34,448",0.98
4682025000,전라남도 해남군 해남읍,"24,712","11,060",2.23,"12,145","12,567",0.97
4682031000,전라남도 해남군 삼산면,"2,904","1,584",1.83,"1,460","1,444",1.01
4682032000,전라남도 해남군 화산면,"3,198","1,761",1.82,"1,591","1,607",0.99
4682033000,전라남도 해남군 현산면,"2,779","1,594",1.74,"1,385","1,394",0.99
4682034000,전라남도 해남군 송지면,"6,085","3,287",1.85,"2,975","3,110",0.96
4682035000,전라남도 해남군 북평면,"2,798","1,544",1.81,"1,358","1,440",0.94
4682036000,전라남도 해남군 북일면,"1,996","1,120",1.78,951,"1,045",0.91
4682037000,전라남도 해남군 옥천면,"2,950","1,689",1.75,"1,481","1,469",1.01
4682038000,전라남도 해남군 계곡면,"2,123","1,247",1.7,993,"1,130",0.88
4682039000,전라남도 해남군 마산면,"2,417","1,423",1.7,"1,224","1,193",1.03
4682040000,전라남도 해남군 황산면,"4,829","2,684",1.8,"2,374","2,455",0.97
4682041000,전라남도 해남군 산이면,"3,745","2,101",1.78,"1,906","1,839",1.04
4682042000,전라남도 해남군 문내면,"4,013","2,147",1.87,"2,004","2,009",1
4682043000,전라남도 해남군 화원면,"3,604","2,072",1.74,"1,858","1,746",1.06
4683000000,전라남도 영암군 ,"53,370","27,936",1.91,"27,608","25,762",1.07
4683025000,전라남도 영암군 영암읍,"8,117","3,859",2.1,"4,032","4,085",0.99
4683025300,전라남도 영암군 삼호읍,"15,043","7,048",2.13,"8,019","7,024",1.14
4683025400,전라남도 영암군 삼호읍서부출장소,"6,466","3,183",2.03,"3,754","2,712",1.38
4683031000,전라남도 영암군 덕진면,"1,838","1,082",1.7,907,931,0.97
4683032000,전라남도 영암군 금정면,"2,050","1,233",1.66,"1,038","1,012",1.03
4683033000,전라남도 영암군 신북면,"3,689","2,211",1.67,"1,858","1,831",1.01
4683034000,전라남도 영암군 시종면,"3,531","2,196",1.61,"1,779","1,752",1.02
4683035000,전라남도 영암군 도포면,"2,273","1,335",1.7,"1,158","1,115",1.04
4683036000,전라남도 영암군 군서면,"3,190","1,830",1.74,"1,542","1,648",0.94
4683037000,전라남도 영암군 서호면,"1,903","1,097",1.73,916,987,0.93
4683038000,전라남도 영암군 학산면,"3,015","1,611",1.87,"1,473","1,542",0.96
4683039000,전라남도 영암군 미암면,"2,255","1,251",1.8,"1,132","1,123",1.01
4684000000,전라남도 무안군 ,"88,339","41,240",2.14,"44,409","43,930",1.01
4684025000,전라남도 무안군 무안읍,"10,638","5,272",2.02,"5,309","5,329",1
4684025300,전라남도 무안군 일로읍,"15,415","6,386",2.41,"7,706","7,709",1
4684025600,전라남도 무안군 삼향읍,"5,443","2,515",2.16,"2,869","2,574",1.11
4684025800,전라남도 무안군 삼향읍남악출장소,"32,983","13,346",2.47,"16,323","16,660",0.98
4684032000,전라남도 무안군 몽탄면,"3,106","1,850",1.68,"1,549","1,557",0.99
4684033000,전라남도 무안군 청계면,"6,297","3,558",1.77,"3,266","3,031",1.08
4684034000,전라남도 무안군 현경면,"4,629","2,734",1.69,"2,352","2,277",1.03
4684035000,전라남도 무안군 망운면,"1,981","1,115",1.78,"1,029",952,1.08
4684036000,전라남도 무안군 해제면,"4,916","2,827",1.74,"2,497","2,419",1.03
4684037000,전라남도 무안군 운남면,"2,931","1,637",1.79,"1,509","1,422",1.06
4686000000,전라남도 함평군 ,"31,629","17,837",1.77,"15,927","15,702",1.01
4686025000,전라남도 함평군 함평읍,"8,257","4,276",1.93,"4,071","4,186",0.97
4686031000,전라남도 함평군 손불면,"3,358","1,939",1.73,"1,684","1,674",1.01
4686032000,전라남도 함평군 신광면,"1,826","1,092",1.67,910,916,0.99
4686033000,전라남도 함평군 학교면,"3,786","2,250",1.68,"1,897","1,889",1
4686034000,전라남도 함평군 엄다면,"1,895","1,141",1.66,920,975,0.94
4686035000,전라남도 함평군 대동면,"3,139","1,753",1.79,"1,624","1,515",1.07
4686036000,전라남도 함평군 나산면,"2,840","1,681",1.69,"1,417","1,423",1
4686037000,전라남도 함평군 해보면,"2,802","1,598",1.75,"1,441","1,361",1.06
4686038000,전라남도 함평군 월야면,"3,726","2,107",1.77,"1,963","1,763",1.11
4687000000,전라남도 영광군 ,"52,571","27,033",1.94,"26,288","26,283",1
4687025000,전라남도 영광군 영광읍,"21,684","9,969",2.18,"10,693","10,991",0.97
4687025300,전라남도 영광군 백수읍,"4,638","2,675",1.73,"2,315","2,323",1
4687025600,전라남도 영광군 홍농읍,"6,825","3,407",2,"3,593","3,232",1.11
4687031000,전라남도 영광군 대마면,"1,753","1,040",1.69,931,822,1.13
4687032000,전라남도 영광군 묘량면,"1,763",992,1.78,865,898,0.96
4687033000,전라남도 영광군 불갑면,"1,372",750,1.83,683,689,0.99
4687034000,전라남도 영광군 군서면,"2,318","1,246",1.86,"1,164","1,154",1.01
4687035000,전라남도 영광군 군남면,"2,381","1,428",1.67,"1,138","1,243",0.92
4687036000,전라남도 영광군 염산면,"4,015","2,384",1.68,"1,967","2,048",0.96
4687037000,전라남도 영광군 법성면,"5,254","2,748",1.91,"2,593","2,661",0.97
4687038000,전라남도 영광군 낙월면,379,269,1.41,233,146,1.6
4687038500,전라남도 영광군 낙월면안마출장소,189,125,1.51,113,76,1.49
4688000000,전라남도 장성군 ,"44,029","23,159",1.9,"22,601","21,428",1.05
4688025000,전라남도 장성군 장성읍,"13,460","6,586",2.04,"6,669","6,791",0.98
4688031000,전라남도 장성군 진원면,"3,710","1,794",2.07,"1,888","1,822",1.04
4688032000,전라남도 장성군 남면,"3,724","2,187",1.7,"2,014","1,710",1.18
4688033000,전라남도 장성군 동화면,"1,829","1,070",1.71,970,859,1.13
4688034000,전라남도 장성군 삼서면,"3,218","1,815",1.77,"1,748","1,470",1.19
4688035000,전라남도 장성군 삼계면,"6,056","2,896",2.09,"3,175","2,881",1.1
4688036000,전라남도 장성군 황룡면,"4,032","2,202",1.83,"2,054","1,978",1.04
4688037000,전라남도 장성군 서삼면,"1,552",875,1.77,816,736,1.11
4688038000,전라남도 장성군 북일면,"1,384",816,1.7,689,695,0.99
4688039000,전라남도 장성군 북이면,"2,876","1,586",1.81,"1,444","1,432",1.01
4688040000,전라남도 장성군 북하면,"2,188","1,332",1.64,"1,134","1,054",1.08
4689000000,전라남도 완도군 ,"49,458","26,223",1.89,"24,899","24,559",1.01
4689025000,전라남도 완도군 완도읍,"18,094","8,963",2.02,"9,123","8,971",1.02
4689025300,전라남도 완도군 금일읍,"3,743","2,118",1.77,"1,903","1,840",1.03
4689025600,전라남도 완도군 노화읍,"4,366","2,228",1.96,"2,183","2,183",1
4689029000,전라남도 완도군 노화읍넙도출장소,783,425,1.84,432,351,1.23
4689031000,전라남도 완도군 군외면,"3,208","1,918",1.67,"1,609","1,599",1.01
4689032000,전라남도 완도군 신지면,"3,439","1,889",1.82,"1,752","1,687",1.04
4689033000,전라남도 완도군 고금면,"4,221","2,361",1.79,"2,076","2,145",0.97
4689034000,전라남도 완도군 약산면,"2,340","1,351",1.73,"1,190","1,150",1.03
4689035000,전라남도 완도군 청산면,"2,075","1,213",1.71,"1,012","1,063",0.95
4689035500,전라남도 완도군 청산면모도출장소,219,133,1.65,114,105,1.09
4689036000,전라남도 완도군 소안면,"2,492","1,300",1.92,"1,223","1,269",0.96
4689037000,전라남도 완도군 금당면,995,557,1.79,496,499,0.99
4689038000,전라남도 완도군 보길면,"2,663","1,273",2.09,"1,352","1,311",1.03
4689039000,전라남도 완도군 생일면,820,494,1.66,434,386,1.12
4690000000,전라남도 진도군 ,"30,421","16,659",1.83,"15,089","15,332",0.98
4690025000,전라남도 진도군 진도읍,"10,883","5,292",2.06,"5,359","5,524",0.97
4690031000,전라남도 진도군 군내면,"2,984","1,717",1.74,"1,516","1,468",1.03
4690032000,전라남도 진도군 고군면,"3,592","1,922",1.87,"1,755","1,837",0.96
4690033000,전라남도 진도군 의신면,"3,451","2,048",1.69,"1,769","1,682",1.05
4690034000,전라남도 진도군 임회면,"3,424","2,009",1.7,"1,646","1,778",0.93
4690035000,전라남도 진도군 지산면,"3,134","1,870",1.68,"1,509","1,625",0.93
4690036000,전라남도 진도군 조도면,"2,302","1,428",1.61,"1,194","1,108",1.08
4690036500,전라남도 진도군 조도면가사출장소,263,163,1.61,140,123,1.14
4690036600,전라남도 진도군 조도면거차출장소,388,210,1.85,201,187,1.07
4691000000,전라남도 신안군 ,"38,724","21,889",1.77,"20,671","18,053",1.15
4691025000,전라남도 신안군 지도읍,"4,225","2,427",1.74,"2,205","2,020",1.09
4691025100,전라남도 신안군 지도읍선도출장소,241,160,1.51,126,115,1.1
4691025300,전라남도 신안군 압해읍,"5,756","2,802",2.05,"3,116","2,640",1.18
4691025400,전라남도 신안군 압해읍매화출장소,232,154,1.51,115,117,0.98
4691025500,전라남도 신안군 압해읍고이도출장소,224,130,1.72,130,94,1.38
4691031000,전라남도 신안군 증도면,"1,457",892,1.63,798,659,1.21
4691031500,전라남도 신안군 증도면병풍출장소,317,181,1.75,182,135,1.35
4691032000,전라남도 신안군 임자면,"3,213","1,805",1.78,"1,709","1,504",1.14
4691033000,전라남도 신안군 자은면,"2,283","1,314",1.74,"1,197","1,086",1.1
4691034000,전라남도 신안군 비금면,"3,520","1,938",1.82,"1,868","1,652",1.13
4691035000,전라남도 신안군 도초면,"2,496","1,455",1.72,"1,275","1,221",1.04
4691035500,전라남도 신안군 도초면우이도출장소,217,145,1.5,124,93,1.33
4691036000,전라남도 신안군 흑산면,"2,227","1,355",1.64,"1,242",985,1.26
4691036500,전라남도 신안군 흑산면가거도출장소,448,326,1.37,288,160,1.8
4691036600,전라남도 신안군 흑산면태도출장소,214,141,1.52,122,92,1.33
4691036700,전라남도 신안군 흑산면홍도출장소,479,267,1.79,276,203,1.36
4691036800,전라남도 신안군 흑산면대둔도출장소,320,198,1.62,189,131,1.44
4691037000,전라남도 신안군 하의면,"1,737","1,018",1.71,924,813,1.14
4691038000,전라남도 신안군 신의면,"1,532",792,1.93,832,700,1.19
4691039000,전라남도 신안군 장산면,"1,557",950,1.64,824,733,1.12
4691040000,전라남도 신안군 안좌면,"2,712","1,604",1.69,"1,406","1,306",1.08
4691040500,전라남도 신안군 안좌면자라출장소,286,155,1.85,154,132,1.17
4691041000,전라남도 신안군 팔금면,986,594,1.66,493,493,1
4691042000,전라남도 신안군 암태면,"2,045","1,086",1.88,"1,076",969,1.11
4700000000,경상북도  ,"2,633,592","1,265,179",2.08,"1,327,307","1,306,285",1.02
4711000000,경상북도 포항시 ,"503,580","228,970",2.2,"254,933","248,647",1.03
4711100000,경상북도 포항시 남구 ,"231,084","107,883",2.14,"119,382","111,702",1.07
4711125000,경상북도 포항시 남구 구룡포읍,"7,432","4,567",1.63,"3,750","3,682",1.02
4711125300,경상북도 포항시 남구 연일읍,"30,448","12,177",2.5,"15,527","14,921",1.04
4711125600,경상북도 포항시 남구 오천읍,"55,516","25,539",2.17,"29,574","25,942",1.14
4711131000,경상북도 포항시 남구 대송면,"3,445","1,912",1.8,"1,786","1,659",1.08
4711132000,경상북도 포항시 남구 동해면,"9,860","4,707",2.09,"4,985","4,875",1.02
4711133000,경상북도 포항시 남구 장기면,"4,087","2,448",1.67,"1,994","2,093",0.95
4711135000,경상북도 포항시 남구 호미곶면,"1,882","1,163",1.62,924,958,0.96
4711152500,경상북도 포항시 남구 상대동,"24,874","13,414",1.85,"12,885","11,989",1.07
4711154500,경상북도 포항시 남구 해도동,"17,172","9,739",1.76,"8,816","8,356",1.06
4711155000,경상북도 포항시 남구 송도동,"12,403","6,545",1.9,"6,219","6,184",1.01
4711156000,경상북도 포항시 남구 청림동,"4,720","2,588",1.82,"2,568","2,152",1.19
4711157000,경상북도 포항시 남구 제철동,"2,910","1,602",1.82,"1,736","1,174",1.48
4711158000,경상북도 포항시 남구 효곡동,"30,690","11,248",2.73,"15,606","15,084",1.03
4711159000,경상북도 포항시 남구 대이동,"25,645","10,234",2.51,"13,012","12,633",1.03
4711300000,경상북도 포항시 북구 ,"272,496","121,087",2.25,"135,551","136,945",0.99
4711325000,경상북도 포항시 북구 흥해읍,"40,868","17,959",2.28,"20,526","20,342",1.01
4711331000,경상북도 포항시 북구 신광면,"2,883","1,667",1.73,"1,432","1,451",0.99
4711332000,경상북도 포항시 북구 청하면,"4,792","2,768",1.73,"2,363","2,429",0.97
4711333000,경상북도 포항시 북구 송라면,"2,518","1,540",1.64,"1,226","1,292",0.95
4711334000,경상북도 포항시 북구 기계면,"4,952","2,679",1.85,"2,410","2,542",0.95
4711335000,경상북도 포항시 북구 죽장면,"2,113","1,340",1.58,"1,050","1,063",0.99
4711335500,경상북도 포항시 북구 죽장면상옥출장소,607,352,1.72,309,298,1.04
4711336000,경상북도 포항시 북구 기북면,"1,312",752,1.74,639,673,0.95
4711352000,경상북도 포항시 북구 중앙동,"15,584","8,738",1.78,"7,644","7,940",0.96
4711363000,경상북도 포항시 북구 양학동,"17,038","6,916",2.46,"8,429","8,609",0.98
4711365500,경상북도 포항시 북구 죽도동,"19,872","11,270",1.76,"9,831","10,041",0.98
4711366500,경상북도 포항시 북구 용흥동,"22,041","9,402",2.34,"10,797","11,244",0.96
4711368000,경상북도 포항시 북구 우창동,"32,303","13,611",2.37,"15,785","16,518",0.96
4711369000,경상북도 포항시 북구 두호동,"23,032","9,150",2.52,"11,423","11,609",0.98
4711370000,경상북도 포항시 북구 장량동,"73,079","29,054",2.52,"36,995","36,084",1.03
4711371000,경상북도 포항시 북구 환여동,"9,502","3,889",2.44,"4,692","4,810",0.98
4713000000,경상북도 경주시 ,"252,830","122,314",2.07,"126,552","126,278",1
4713025000,경상북도 경주시 감포읍,"5,409","3,147",1.72,"2,710","2,699",1
4713025300,경상북도 경주시 안강읍,"24,529","12,203",2.01,"12,146","12,383",0.98
4713025600,경상북도 경주시 건천읍,"9,392","5,147",1.82,"4,765","4,627",1.03
4713025900,경상북도 경주시 외동읍,"21,819","11,656",1.87,"11,534","10,285",1.12
4713031500,경상북도 경주시 문무대왕면,"4,283","2,310",1.85,"2,238","2,045",1.09
4713032000,경상북도 경주시 양남면,"6,283","3,468",1.81,"3,347","2,936",1.14
4713033000,경상북도 경주시 내남면,"4,726","2,654",1.78,"2,369","2,357",1.01
4713034000,경상북도 경주시 산내면,"3,257","2,059",1.58,"1,610","1,647",0.98
4713035000,경상북도 경주시 서면,"3,184","1,848",1.72,"1,586","1,598",0.99
4713036000,경상북도 경주시 현곡면,"21,674","8,417",2.58,"10,693","10,981",0.97
4713037000,경상북도 경주시 강동면,"6,162","3,438",1.79,"3,125","3,037",1.03
4713038000,경상북도 경주시 천북면,"5,697","2,933",1.94,"2,975","2,722",1.09
4713051500,경상북도 경주시 중부동,"5,146","2,840",1.81,"2,550","2,596",0.98
4713053000,경상북도 경주시 황오동,"6,394","3,523",1.81,"3,098","3,296",0.94
4713055000,경상북도 경주시 성건동,"13,815","7,714",1.79,"6,850","6,965",0.98
4713057000,경상북도 경주시 황남동,"4,640","2,612",1.78,"2,295","2,345",0.98
4713059000,경상북도 경주시 선도동,"14,739","6,454",2.28,"7,385","7,354",1
4713060500,경상북도 경주시 월성동,"5,805","2,867",2.02,"2,863","2,942",0.97
4713061500,경상북도 경주시 용강동,"23,613","9,439",2.5,"11,653","11,960",0.97
4713062100,경상북도 경주시 황성동,"28,471","11,134",2.56,"13,955","14,516",0.96
4713063000,경상북도 경주시 동천동,"22,341","10,387",2.15,"11,171","11,170",1
4713065000,경상북도 경주시 불국동,"9,715","5,063",1.92,"4,778","4,937",0.97
4713066000,경상북도 경주시 보덕동,"1,736","1,001",1.73,856,880,0.97
4715000000,경상북도 김천시 ,"140,629","68,052",2.07,"70,590","70,039",1.01
4715025000,경상북도 김천시 아포읍,"7,037","3,605",1.95,"3,552","3,485",1.02
4715031000,경상북도 김천시 농소면,"3,042","1,557",1.95,"1,598","1,444",1.11
4715032000,경상북도 김천시 남면,"3,122","1,706",1.83,"1,607","1,515",1.06
4715034000,경상북도 김천시 개령면,"2,455","1,262",1.95,"1,249","1,206",1.04
4715035000,경상북도 김천시 감문면,"3,312","1,861",1.78,"1,645","1,667",0.99
4715036000,경상북도 김천시 어모면,"4,043","2,116",1.91,"2,064","1,979",1.04
4715037000,경상북도 김천시 봉산면,"3,139","1,599",1.96,"1,616","1,523",1.06
4715038000,경상북도 김천시 대항면,"3,427","1,748",1.96,"1,746","1,681",1.04
4715039000,경상북도 김천시 감천면,"1,958",992,1.97,"1,010",948,1.07
4715040000,경상북도 김천시 조마면,"2,221","1,162",1.91,"1,110","1,111",1
4715041000,경상북도 김천시 구성면,"2,820","1,640",1.72,"1,400","1,420",0.99
4715042000,경상북도 김천시 지례면,"1,562",915,1.71,785,777,1.01
4715043000,경상북도 김천시 부항면,"1,270",744,1.71,635,635,1
4715044000,경상북도 김천시 대덕면,"2,311","1,443",1.6,"1,151","1,160",0.99
4715045000,경상북도 김천시 증산면,"1,040",621,1.67,501,539,0.93
4715051600,경상북도 김천시 자산동,"6,665","3,677",1.81,"3,401","3,264",1.04
4715053600,경상북도 김천시 평화남산동,"7,634","4,241",1.8,"3,726","3,908",0.95
4715056500,경상북도 김천시 양금동,"3,951","2,034",1.94,"1,911","2,040",0.94
4715057500,경상북도 김천시 대신동,"25,498","11,363",2.24,"12,654","12,844",0.99
4715059500,경상북도 김천시 대곡동,"20,392","9,584",2.13,"10,192","10,200",1
4715061000,경상북도 김천시 지좌동,"11,086","5,246",2.11,"5,656","5,430",1.04
4715064000,경상북도 김천시 율곡동,"22,644","8,936",2.53,"11,381","11,263",1.01
4717000000,경상북도 안동시 ,"157,882","77,267",2.04,"78,167","79,715",0.98
4717025000,경상북도 안동시 풍산읍,"6,379","3,506",1.82,"3,220","3,159",1.02
4717031000,경상북도 안동시 와룡면,"4,051","2,128",1.9,"2,097","1,954",1.07
4717032000,경상북도 안동시 북후면,"2,978","1,729",1.72,"1,565","1,413",1.11
4717033000,경상북도 안동시 서후면,"3,502","1,904",1.84,"1,853","1,649",1.12
4717034000,경상북도 안동시 풍천면,"6,883","3,970",1.73,"3,511","3,372",1.04
4717035000,경상북도 안동시 일직면,"2,712","1,507",1.8,"1,316","1,396",0.94
4717036000,경상북도 안동시 남후면,"1,746",994,1.76,871,875,1
4717037000,경상북도 안동시 남선면,"2,107","1,133",1.86,"1,086","1,021",1.06
4717038000,경상북도 안동시 임하면,"2,822","1,720",1.64,"1,479","1,343",1.1
4717039000,경상북도 안동시 길안면,"2,714","1,637",1.66,"1,374","1,340",1.03
4717040000,경상북도 안동시 임동면,"1,729","1,049",1.65,901,828,1.09
4717041000,경상북도 안동시 예안면,"1,855","1,070",1.73,961,894,1.07
4717042000,경상북도 안동시 도산면,"1,619",943,1.72,845,774,1.09
4717043000,경상북도 안동시 녹전면,"1,734",975,1.78,904,830,1.09
4717051000,경상북도 안동시 중구동,"5,154","2,910",1.77,"2,516","2,638",0.95
4717052000,경상북도 안동시 명륜동,"4,993","2,448",2.04,"2,381","2,612",0.91
4717055500,경상북도 안동시 용상동,"22,165","10,340",2.14,"11,027","11,138",0.99
4717058500,경상북도 안동시 서구동,"9,056","4,375",2.07,"4,368","4,688",0.93
4717060000,경상북도 안동시 태화동,"13,148","6,478",2.03,"6,544","6,604",0.99
4717062000,경상북도 안동시 평화동,"6,288","2,953",2.13,"3,041","3,247",0.94
4717063000,경상북도 안동시 안기동,"6,201","2,792",2.22,"3,074","3,127",0.98
4717065000,경상북도 안동시 옥동,"21,524","9,551",2.25,"10,264","11,260",0.91
4717066000,경상북도 안동시 송하동,"16,125","7,033",2.29,"7,835","8,290",0.95
4717069000,경상북도 안동시 강남동,"10,397","4,122",2.52,"5,134","5,263",0.98
4719000000,경상북도 구미시 ,"414,525","181,372",2.29,"212,907","201,618",1.06
4719025000,경상북도 구미시 선산읍,"14,782","6,737",2.19,"7,309","7,473",0.98
4719025300,경상북도 구미시 고아읍,"38,278","14,781",2.59,"19,397","18,881",1.03
4719025600,경상북도 구미시 산동읍,"26,637","10,439",2.55,"13,918","12,719",1.09
4719031000,경상북도 구미시 무을면,"1,849","1,019",1.81,924,925,1
4719032000,경상북도 구미시 옥성면,"1,692",922,1.84,873,819,1.07
4719033000,경상북도 구미시 도개면,"2,201","1,147",1.92,"1,126","1,075",1.05
4719034000,경상북도 구미시 해평면,"4,067","2,166",1.88,"2,120","1,947",1.09
4719036000,경상북도 구미시 장천면,"3,135","1,623",1.93,"1,596","1,539",1.04
