※ 매월 말일자 통계 현황,,,,,,,
,,2021년05월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4161054000,경기도 광주시 쌍령동,"18,460","7,154",2.58,"9,202","9,258",0.99
4161055000,경기도 광주시 탄벌동,"39,242","16,293",2.41,"19,949","19,293",1.03
4161056000,경기도 광주시 광남1동,"33,587","14,269",2.35,"17,260","16,327",1.06
4161057000,경기도 광주시 광남2동,"34,085","11,773",2.9,"16,899","17,186",0.98
4163000000,경기도 양주시 ,"235,276","100,776",2.33,"119,349","115,927",1.03
4163025000,경기도 양주시 백석읍,"26,312","11,579",2.27,"13,313","12,999",1.02
4163031000,경기도 양주시 은현면,"5,854","3,152",1.86,"3,334","2,520",1.32
4163032000,경기도 양주시 남면,"6,852","3,774",1.82,"3,841","3,011",1.28
4163033000,경기도 양주시 광적면,"11,879","5,955",1.99,"6,423","5,456",1.18
4163034000,경기도 양주시 장흥면,"10,518","5,168",2.04,"5,393","5,125",1.05
4163051000,경기도 양주시 양주1동,"5,286","2,715",1.95,"2,792","2,494",1.12
4163052000,경기도 양주시 양주2동,"50,157","19,279",2.6,"24,511","25,646",0.96
4163053000,경기도 양주시 회천1동,"9,719","4,724",2.06,"5,118","4,601",1.11
4163054000,경기도 양주시 회천2동,"27,139","11,585",2.34,"13,777","13,362",1.03
4163055000,경기도 양주시 회천3동,"27,370","10,932",2.5,"13,554","13,816",0.98
4163056000,경기도 양주시 회천4동,"54,190","21,913",2.47,"27,293","26,897",1.01
4165000000,경기도 포천시 ,"147,425","72,087",2.05,"78,138","69,287",1.13
4165025000,경기도 포천시 소흘읍,"44,850","19,350",2.32,"22,880","21,970",1.04
4165031000,경기도 포천시 군내면,"8,642","4,270",2.02,"4,646","3,996",1.16
4165032000,경기도 포천시 내촌면,"4,577","2,628",1.74,"2,630","1,947",1.35
4165033000,경기도 포천시 가산면,"7,609","4,216",1.8,"4,471","3,138",1.42
4165034000,경기도 포천시 신북면,"12,353","6,385",1.93,"6,803","5,550",1.23
4165035000,경기도 포천시 창수면,"2,147","1,182",1.82,"1,202",945,1.27
4165036000,경기도 포천시 영중면,"4,783","2,646",1.81,"2,604","2,179",1.2
4165037000,경기도 포천시 일동면,"9,407","4,916",1.91,"4,903","4,504",1.09
4165038000,경기도 포천시 이동면,"6,251","3,358",1.86,"3,403","2,848",1.19
4165039000,경기도 포천시 영북면,"8,204","4,358",1.88,"4,434","3,770",1.18
4165040000,경기도 포천시 관인면,"2,770","1,509",1.84,"1,450","1,320",1.1
4165041000,경기도 포천시 화현면,"2,741","1,431",1.92,"1,451","1,290",1.12
4165051000,경기도 포천시 포천동,"18,668","8,580",2.18,"9,458","9,210",1.03
4165052000,경기도 포천시 선단동,"14,423","7,258",1.99,"7,803","6,620",1.18
4167000000,경기도 여주시 ,"111,939","52,056",2.15,"56,898","55,041",1.03
4167025000,경기도 여주시 가남읍,"15,457","7,530",2.05,"8,016","7,441",1.08
4167031000,경기도 여주시 점동면,"4,705","2,224",2.12,"2,440","2,265",1.08
4167032000,경기도 여주시 흥천면,"5,096","2,467",2.07,"2,661","2,435",1.09
4167033000,경기도 여주시 금사면,"2,991","1,612",1.86,"1,553","1,438",1.08
4167034000,경기도 여주시 능서면,"6,306","3,067",2.06,"3,246","3,060",1.06
4167035000,경기도 여주시 대신면,"6,984","3,650",1.91,"3,645","3,339",1.09
4167036000,경기도 여주시 북내면,"4,900","2,380",2.06,"2,535","2,365",1.07
4167037000,경기도 여주시 강천면,"4,200","2,224",1.89,"2,173","2,027",1.07
4167038000,경기도 여주시 산북면,"2,521","1,256",2.01,"1,266","1,255",1.01
4167051000,경기도 여주시 여흥동,"21,706","10,003",2.17,"10,837","10,869",1
4167052000,경기도 여주시 중앙동,"18,530","7,897",2.35,"9,302","9,228",1.01
4167053000,경기도 여주시 오학동,"18,543","7,746",2.39,"9,224","9,319",0.99
4180000000,경기도 연천군 ,"43,071","21,912",1.97,"22,546","20,525",1.1
4180025000,경기도 연천군 연천읍,"7,811","4,033",1.94,"4,230","3,581",1.18
4180025300,경기도 연천군 전곡읍,"19,214","8,840",2.17,"9,771","9,443",1.03
4180031000,경기도 연천군 군남면,"3,161","1,708",1.85,"1,685","1,476",1.14
4180032000,경기도 연천군 청산면,"3,859","2,291",1.68,"2,041","1,818",1.12
4180033000,경기도 연천군 백학면,"2,611","1,368",1.91,"1,399","1,212",1.15
4180034000,경기도 연천군 미산면,"1,765",992,1.78,946,819,1.16
4180035000,경기도 연천군 왕징면,999,563,1.77,533,466,1.14
4180036000,경기도 연천군 신서면,"2,722","1,636",1.66,"1,451","1,271",1.14
4180037000,경기도 연천군 중면,195,115,1.7,118,77,1.53
4180038000,경기도 연천군 장남면,734,366,2.01,372,362,1.03
4182000000,경기도 가평군 ,"62,344","31,702",1.97,"32,125","30,219",1.06
4182025000,경기도 가평군 가평읍,"19,403","9,351",2.07,"9,874","9,529",1.04
4182031000,경기도 가평군 설악면,"9,688","5,207",1.86,"4,975","4,713",1.06
4182032500,경기도 가평군 청평면,"13,972","7,323",1.91,"7,150","6,822",1.05
4182033000,경기도 가평군 상면,"5,686","3,198",1.78,"2,975","2,711",1.1
4182034500,경기도 가평군 조종면,"9,664","4,377",2.21,"5,140","4,524",1.14
4182035000,경기도 가평군 북면,"3,931","2,246",1.75,"2,011","1,920",1.05
4183000000,경기도 양평군 ,"119,826","58,282",2.06,"60,147","59,679",1.01
4183025000,경기도 양평군 양평읍,"30,772","13,787",2.23,"15,419","15,353",1
4183031000,경기도 양평군 강상면,"10,504","4,743",2.21,"5,211","5,293",0.98
4183032000,경기도 양평군 강하면,"4,778","2,636",1.81,"2,403","2,375",1.01
4183033000,경기도 양평군 양서면,"13,767","6,645",2.07,"6,881","6,886",1
4183034000,경기도 양평군 옥천면,"8,069","4,112",1.96,"4,087","3,982",1.03
4183035000,경기도 양평군 서종면,"9,802","5,010",1.96,"4,867","4,935",0.99
4183036000,경기도 양평군 단월면,"3,895","2,091",1.86,"1,986","1,909",1.04
4183037000,경기도 양평군 청운면,"3,770","2,126",1.77,"1,926","1,844",1.04
4183038000,경기도 양평군 양동면,"4,619","2,390",1.93,"2,312","2,307",1
4183039500,경기도 양평군 지평면,"6,858","3,702",1.85,"3,490","3,368",1.04
4183040000,경기도 양평군 용문면,"17,813","8,378",2.13,"8,946","8,867",1.01
4183041000,경기도 양평군 개군면,"5,179","2,662",1.95,"2,619","2,560",1.02
4200000000,강원도  ,"1,535,491","736,980",2.08,"772,893","762,598",1.01
4211000000,강원도 춘천시 ,"282,482","127,486",2.22,"139,461","143,021",0.98
4211025000,강원도 춘천시 신북읍,"7,586","3,612",2.1,"3,802","3,784",1
4211031000,강원도 춘천시 동면,"19,701","7,895",2.5,"9,754","9,947",0.98
4211032000,강원도 춘천시 동산면,"1,462",788,1.86,796,666,1.2
4211033000,강원도 춘천시 신동면,"2,556","1,168",2.19,"1,311","1,245",1.05
4211034000,강원도 춘천시 남면,"1,081",655,1.65,591,490,1.21
4211035000,강원도 춘천시 서면,"3,764","1,971",1.91,"1,928","1,836",1.05
4211036000,강원도 춘천시 사북면,"2,524","1,451",1.74,"1,246","1,278",0.97
4211038000,강원도 춘천시 북산면,953,608,1.57,525,428,1.23
4211039000,강원도 춘천시 동내면,"17,319","7,726",2.24,"8,644","8,675",1
4211040000,강원도 춘천시 남산면,"3,459","1,973",1.75,"1,827","1,632",1.12
4211052000,강원도 춘천시 교동,"3,544","2,254",1.57,"1,822","1,722",1.06
4211053000,강원도 춘천시 조운동,"2,762","1,614",1.71,"1,343","1,419",0.95
4211054500,강원도 춘천시 약사명동,"2,161","1,122",1.93,"1,048","1,113",0.94
4211057000,강원도 춘천시 근화동,"8,662","4,119",2.1,"4,387","4,275",1.03
4211058000,강원도 춘천시 소양동,"9,500","4,233",2.24,"4,628","4,872",0.95
4211060000,강원도 춘천시 후평1동,"11,699","6,167",1.9,"5,810","5,889",0.99
4211061000,강원도 춘천시 후평2동,"14,860","6,365",2.33,"7,080","7,780",0.91
4211061100,강원도 춘천시 후평3동,"21,214","9,120",2.33,"10,119","11,095",0.91
4211062000,강원도 춘천시 효자1동,"4,517","1,981",2.28,"2,250","2,267",0.99
4211063000,강원도 춘천시 효자2동,"11,986","7,474",1.6,"6,360","5,626",1.13
4211064000,강원도 춘천시 효자3동,"4,425","2,629",1.68,"2,235","2,190",1.02
4211065000,강원도 춘천시 석사동,"35,131","14,961",2.35,"17,194","17,937",0.96
4211066000,강원도 춘천시 퇴계동,"49,657","19,822",2.51,"23,912","25,745",0.93
4211067500,강원도 춘천시 강남동,"19,065","8,280",2.3,"9,316","9,749",0.96
4211070500,강원도 춘천시 신사우동,"22,894","9,498",2.41,"11,533","11,361",1.02
4213000000,강원도 원주시 ,"354,768","161,658",2.19,"176,009","178,759",0.98
4213025000,강원도 원주시 문막읍,"17,659","8,575",2.06,"9,020","8,639",1.04
4213031000,강원도 원주시 소초면,"8,468","4,374",1.94,"4,453","4,015",1.11
4213032000,강원도 원주시 호저면,"3,687","1,891",1.95,"1,936","1,751",1.11
4213033000,강원도 원주시 지정면,"28,438","11,505",2.47,"13,985","14,453",0.97
4213035000,강원도 원주시 부론면,"2,261","1,271",1.78,"1,152","1,109",1.04
4213036000,강원도 원주시 귀래면,"2,177","1,188",1.83,"1,111","1,066",1.04
4213037000,강원도 원주시 흥업면,"8,627","4,730",1.82,"4,536","4,091",1.11
4213038000,강원도 원주시 판부면,"7,269","3,693",1.97,"3,837","3,432",1.12
4213039000,강원도 원주시 신림면,"3,538","1,987",1.78,"1,810","1,728",1.05
4213051500,강원도 원주시 중앙동,"2,663","1,722",1.55,"1,429","1,234",1.16
4213052000,강원도 원주시 원인동,"5,059","2,678",1.89,"2,425","2,634",0.92
4213053000,강원도 원주시 개운동,"12,738","5,733",2.22,"6,115","6,623",0.92
4213054100,강원도 원주시 명륜1동,"8,525","3,747",2.28,"4,115","4,410",0.93
4213054200,강원도 원주시 명륜2동,"15,515","7,469",2.08,"7,508","8,007",0.94
4213055000,강원도 원주시 단구동,"44,364","19,413",2.29,"21,826","22,538",0.97
4213056000,강원도 원주시 일산동,"8,583","4,453",1.93,"4,156","4,427",0.94
4213057500,강원도 원주시 학성동,"4,713","2,448",1.93,"2,343","2,370",0.99
4213059000,강원도 원주시 단계동,"28,990","13,101",2.21,"14,106","14,884",0.95
4213060000,강원도 원주시 우산동,"13,507","6,426",2.1,"7,142","6,365",1.12
4213061000,강원도 원주시 태장1동,"10,067","4,598",2.19,"5,049","5,018",1.01
4213062000,강원도 원주시 태장2동,"24,736","11,168",2.21,"12,337","12,399",0.99
4213063500,강원도 원주시 봉산동,"8,059","3,833",2.1,"4,003","4,056",0.99
4213065000,강원도 원주시 행구동,"7,786","3,106",2.51,"3,855","3,931",0.98
4213066000,강원도 원주시 무실동,"32,906","14,055",2.34,"16,120","16,786",0.96
4213067500,강원도 원주시 반곡관설동,"44,433","18,494",2.4,"21,640","22,793",0.95
4215000000,강원도 강릉시 ,"212,681","101,729",2.09,"105,487","107,194",0.98
4215025000,강원도 강릉시 주문진읍,"16,413","9,091",1.81,"8,026","8,387",0.96
4215031000,강원도 강릉시 성산면,"3,424","1,683",2.03,"1,741","1,683",1.03
4215032000,강원도 강릉시 왕산면,"1,578",902,1.75,844,734,1.15
4215033000,강원도 강릉시 구정면,"4,154","1,995",2.08,"2,129","2,025",1.05
4215034000,강원도 강릉시 강동면,"4,246","2,238",1.9,"2,265","1,981",1.14
4215035000,강원도 강릉시 옥계면,"3,528","1,936",1.82,"1,812","1,716",1.06
4215036000,강원도 강릉시 사천면,"4,615","2,364",1.95,"2,358","2,257",1.04
4215037000,강원도 강릉시 연곡면,"6,510","3,296",1.98,"3,244","3,266",0.99
4215051000,강원도 강릉시 홍제동,"15,467","7,115",2.17,"7,521","7,946",0.95
4215052000,강원도 강릉시 중앙동,"4,879","2,846",1.71,"2,331","2,548",0.91
4215054000,강원도 강릉시 옥천동,"3,375","2,005",1.68,"1,738","1,637",1.06
4215055000,강원도 강릉시 교1동,"26,197","11,650",2.25,"12,803","13,394",0.96
4215056000,강원도 강릉시 교2동,"7,818","3,852",2.03,"3,889","3,929",0.99
4215057100,강원도 강릉시 포남1동,"10,380","5,319",1.95,"5,126","5,254",0.98
4215057200,강원도 강릉시 포남2동,"12,955","6,553",1.98,"6,391","6,564",0.97
4215058000,강원도 강릉시 초당동,"4,813","2,362",2.04,"2,356","2,457",0.96
4215059000,강원도 강릉시 송정동,"10,122","4,171",2.43,"4,901","5,221",0.94
4215060000,강원도 강릉시 내곡동,"16,576","7,692",2.15,"8,224","8,352",0.98
4215061500,강원도 강릉시 강남동,"17,993","8,312",2.16,"9,022","8,971",1.01
4215064500,강원도 강릉시 성덕동,"28,623","11,994",2.39,"14,153","14,470",0.98
4215066500,강원도 강릉시 경포동,"9,015","4,353",2.07,"4,613","4,402",1.05
4217000000,강원도 동해시 ,"89,968","42,361",2.12,"45,667","44,301",1.03
4217051000,강원도 동해시 천곡동,"30,478","13,492",2.26,"15,164","15,314",0.99
4217052000,강원도 동해시 송정동,"3,836","2,198",1.75,"2,088","1,748",1.19
4217053000,강원도 동해시 북삼동,"19,752","8,488",2.33,"10,227","9,525",1.07
4217054000,강원도 동해시 부곡동,"5,011","2,616",1.92,"2,450","2,561",0.96
4217055000,강원도 동해시 동호동,"5,130","2,624",1.96,"2,599","2,531",1.03
4217057000,강원도 동해시 발한동,"3,429","2,010",1.71,"1,739","1,690",1.03
4217059000,강원도 동해시 묵호동,"3,142","1,828",1.72,"1,558","1,584",0.98
4217060000,강원도 동해시 북평동,"12,803","5,702",2.25,"6,575","6,228",1.06
4217063000,강원도 동해시 망상동,"3,535","1,845",1.92,"1,768","1,767",1
4217065000,강원도 동해시 삼화동,"2,852","1,558",1.83,"1,499","1,353",1.11
4219000000,강원도 태백시 ,"41,718","21,100",1.98,"21,160","20,558",1.03
4219051500,강원도 태백시 황지동,"6,188","2,962",2.09,"3,088","3,100",1
4219052500,강원도 태백시 황연동,"4,442","2,479",1.79,"2,269","2,173",1.04
4219053500,강원도 태백시 삼수동,"5,838","2,966",1.97,"2,979","2,859",1.04
4219054000,강원도 태백시 상장동,"13,345","6,060",2.2,"6,774","6,571",1.03
4219058500,강원도 태백시 문곡소도동,"3,820","2,051",1.86,"1,926","1,894",1.02
4219059500,강원도 태백시 장성동,"3,437","1,766",1.95,"1,691","1,746",0.97
4219060500,강원도 태백시 구문소동,"2,600","1,540",1.69,"1,371","1,229",1.12
4219061500,강원도 태백시 철암동,"2,048","1,276",1.61,"1,062",986,1.08
4221000000,강원도 속초시 ,"82,241","40,033",2.05,"40,750","41,491",0.98
4221051000,강원도 속초시 영랑동,"4,414","2,476",1.78,"2,279","2,135",1.07
4221052000,강원도 속초시 동명동,"3,647","1,923",1.9,"1,842","1,805",1.02
4221054000,강원도 속초시 금호동,"6,030","3,174",1.9,"2,942","3,088",0.95
4221056000,강원도 속초시 교동,"9,615","4,840",1.99,"4,730","4,885",0.97
4221057000,강원도 속초시 노학동,"21,600","10,380",2.08,"10,754","10,846",0.99
4221058000,강원도 속초시 조양동,"29,183","12,932",2.26,"14,259","14,924",0.96
4221059000,강원도 속초시 청호동,"4,650","2,546",1.83,"2,336","2,314",1.01
4221060000,강원도 속초시 대포동,"3,102","1,762",1.76,"1,608","1,494",1.08
4223000000,강원도 삼척시 ,"64,188","33,252",1.93,"32,475","31,713",1.02
4223025000,강원도 삼척시 도계읍,"9,718","5,809",1.67,"4,810","4,908",0.98
4223025300,강원도 삼척시 원덕읍,"3,283","2,072",1.58,"1,727","1,556",1.11
4223025400,강원도 삼척시 원덕읍임원출장소,"1,720","1,010",1.7,860,860,1
4223031000,강원도 삼척시 근덕면,"5,115","3,114",1.64,"2,630","2,485",1.06
4223032000,강원도 삼척시 하장면,"1,298",722,1.8,709,589,1.2
4223033000,강원도 삼척시 노곡면,714,437,1.63,389,325,1.2
4223034000,강원도 삼척시 미로면,"1,836","1,032",1.78,953,883,1.08
4223035000,강원도 삼척시 가곡면,683,416,1.64,350,333,1.05
4223036000,강원도 삼척시 신기면,667,413,1.62,362,305,1.19
4223051000,강원도 삼척시 남양동,"7,598","4,002",1.9,"3,742","3,856",0.97
4223053000,강원도 삼척시 교동,"14,508","5,995",2.42,"7,387","7,121",1.04
4223054000,강원도 삼척시 정라동,"9,035","4,457",2.03,"4,596","4,439",1.04
4223057000,강원도 삼척시 성내동,"8,013","3,773",2.12,"3,960","4,053",0.98
4272000000,강원도 홍천군 ,"68,597","34,016",2.02,"35,339","33,258",1.06
4272025000,강원도 홍천군 홍천읍,"34,395","15,545",2.21,"17,407","16,988",1.02
4272031000,강원도 홍천군 화촌면,"4,608","2,570",1.79,"2,438","2,170",1.12
4272032000,강원도 홍천군 두촌면,"2,433","1,334",1.82,"1,218","1,215",1
4272033000,강원도 홍천군 내촌면,"2,365","1,333",1.77,"1,235","1,130",1.09
4272034000,강원도 홍천군 서석면,"3,734","1,931",1.93,"1,911","1,823",1.05
4272035000,강원도 홍천군 동면,"3,984","2,054",1.94,"2,068","1,916",1.08
4272036000,강원도 홍천군 남면,"6,237","3,281",1.9,"3,332","2,905",1.15
4272037000,강원도 홍천군 서면,"3,775","2,239",1.69,"1,995","1,780",1.12
4272038000,강원도 홍천군 북방면,"3,897","2,033",1.92,"2,046","1,851",1.11
4272039000,강원도 홍천군 내면,"3,169","1,696",1.87,"1,689","1,480",1.14
4273000000,강원도 횡성군 ,"46,589","23,440",1.99,"23,910","22,679",1.05
4273025000,강원도 횡성군 횡성읍,"20,912","9,467",2.21,"10,541","10,371",1.02
4273031000,강원도 횡성군 우천면,"4,466","2,466",1.81,"2,353","2,113",1.11
4273032000,강원도 횡성군 안흥면,"3,166","1,535",2.06,"1,618","1,548",1.05
4273033000,강원도 횡성군 둔내면,"5,874","3,074",1.91,"3,068","2,806",1.09
4273034000,강원도 횡성군 갑천면,"2,400","1,408",1.7,"1,240","1,160",1.07
4273035000,강원도 횡성군 청일면,"2,392","1,376",1.74,"1,212","1,180",1.03
4273036000,강원도 횡성군 공근면,"3,511","1,949",1.8,"1,832","1,679",1.09
4273037000,강원도 횡성군 서원면,"2,119","1,156",1.83,"1,127",992,1.14
4273038000,강원도 횡성군 강림면,"1,749","1,009",1.73,919,830,1.11
4275000000,강원도 영월군 ,"38,099","21,028",1.81,"19,743","18,356",1.08
4275025000,강원도 영월군 영월읍,"20,879","10,717",1.95,"10,693","10,186",1.05
4275025300,강원도 영월군 상동읍,"1,062",707,1.5,555,507,1.09
4275031000,강원도 영월군 중동면,"1,431",851,1.68,750,681,1.1
4275032500,강원도 영월군 김삿갓면,"1,710","1,022",1.67,892,818,1.09
4275033000,강원도 영월군 북면,"2,108","1,248",1.69,"1,105","1,003",1.1
4275034000,강원도 영월군 남면,"2,248","1,348",1.67,"1,186","1,062",1.12
4275035500,강원도 영월군 한반도면,"1,229",729,1.69,692,537,1.29
4275035900,강원도 영월군 한반도면쌍용출장소,"1,685","1,029",1.64,915,770,1.19
4275036000,강원도 영월군 주천면,"3,731","2,169",1.72,"1,915","1,816",1.05
4275038000,강원도 영월군 무릉도원면,"2,016","1,208",1.67,"1,040",976,1.07
4276000000,강원도 평창군 ,"41,164","21,465",1.92,"21,124","20,040",1.05
4276025000,강원도 평창군 평창읍,"8,466","4,179",2.03,"4,301","4,165",1.03
4276031000,강원도 평창군 미탄면,"1,648",931,1.77,864,784,1.1
4276032000,강원도 평창군 방림면,880,503,1.75,456,424,1.08
4276032500,강원도 평창군 방림면계촌출장소,"1,664",979,1.7,867,797,1.09
4276033000,강원도 평창군 대화면,"5,208","2,737",1.9,"2,662","2,546",1.05
4276034000,강원도 평창군 봉평면,"5,752","2,999",1.92,"3,016","2,736",1.1
4276035000,강원도 평창군 용평면,"3,073","1,617",1.9,"1,545","1,528",1.01
4276036000,강원도 평창군 진부면,"8,602","4,173",2.06,"4,342","4,260",1.02
4276038000,강원도 평창군 대관령면,"5,871","3,347",1.75,"3,071","2,800",1.1
4277000000,강원도 정선군 ,"35,991","19,710",1.83,"18,743","17,248",1.09
4277025000,강원도 정선군 정선읍,"10,536","5,185",2.03,"5,403","5,133",1.05
4277025300,강원도 정선군 고한읍,"4,457","2,797",1.59,"2,337","2,120",1.1
4277025600,강원도 정선군 사북읍,"4,707","2,523",1.87,"2,481","2,226",1.11
4277025900,강원도 정선군 신동읍,"1,820","1,003",1.81,933,887,1.05
4277026000,강원도 정선군 신동읍함백출장소,"1,585",943,1.68,801,784,1.02
4277032000,강원도 정선군 남면,"3,218","1,831",1.76,"1,717","1,501",1.14
4277034000,강원도 정선군 북평면,"2,531","1,334",1.9,"1,284","1,247",1.03
4277035000,강원도 정선군 임계면,"3,499","2,016",1.74,"1,850","1,649",1.12
4277036000,강원도 정선군 화암면,"1,654",931,1.78,891,763,1.17
4277037000,강원도 정선군 여량면,"1,984","1,147",1.73,"1,046",938,1.12
4278000000,강원도 철원군 ,"44,011","21,003",2.1,"22,895","21,116",1.08
4278025000,강원도 철원군 철원읍,"5,326","2,431",2.19,"2,719","2,607",1.04
4278025300,강원도 철원군 김화읍,"3,545","1,670",2.12,"1,887","1,658",1.14
4278025600,강원도 철원군 갈말읍,"11,917","5,716",2.08,"6,397","5,520",1.16
4278025900,강원도 철원군 동송읍,"15,225","7,160",2.13,"7,681","7,544",1.02
4278031000,강원도 철원군 서면,"1,934","1,097",1.76,"1,076",858,1.25
4278031500,강원도 철원군 서면와수출장소,"3,732","1,732",2.15,"1,890","1,842",1.03
4278032000,강원도 철원군 근남면,"2,225","1,140",1.95,"1,194","1,031",1.16
4278033000,강원도 철원군 근북면,107,57,1.88,51,56,0.91
4279000000,강원도 화천군 ,"24,397","12,618",1.93,"13,252","11,145",1.19
4279025000,강원도 화천군 화천읍,"8,330","3,964",2.1,"4,350","3,980",1.09
4279031000,강원도 화천군 간동면,"2,700","1,538",1.76,"1,437","1,263",1.14
4279032000,강원도 화천군 하남면,"2,854","1,373",2.08,"1,500","1,354",1.11
4279033000,강원도 화천군 상서면,"4,148","2,514",1.65,"2,513","1,635",1.54
4279034000,강원도 화천군 사내면,"6,365","3,229",1.97,"3,452","2,913",1.19
4280000000,강원도 양구군 ,"22,094","10,741",2.06,"11,679","10,415",1.12
4280025000,강원도 양구군 양구읍,"13,998","6,205",2.26,"7,142","6,856",1.04
4280031500,강원도 양구군 국토정중앙면,"3,360","1,827",1.84,"1,861","1,499",1.24
4280032000,강원도 양구군 동면,"2,113","1,217",1.74,"1,196",917,1.3
4280033000,강원도 양구군 방산면,"1,318",809,1.63,776,542,1.43
4280034000,강원도 양구군 해안면,"1,305",683,1.91,704,601,1.17
4281000000,강원도 인제군 ,"31,633","16,012",1.98,"17,116","14,517",1.18
4281025000,강원도 인제군 인제읍,"9,958","4,608",2.16,"5,249","4,709",1.11
4281025100,강원도 인제군 인제읍귀둔출장소,518,265,1.95,273,245,1.11
4281031000,강원도 인제군 남면,"3,737","1,960",1.91,"2,010","1,727",1.16
4281032000,강원도 인제군 북면,"8,129","4,128",1.97,"4,349","3,780",1.15
4281033000,강원도 인제군 기린면,"4,902","2,587",1.89,"2,670","2,232",1.2
4281034000,강원도 인제군 서화면,"2,573","1,456",1.77,"1,552","1,021",1.52
4281035000,강원도 인제군 상남면,"1,816","1,008",1.8,"1,013",803,1.26
4282000000,강원도 고성군 ,"26,864","14,715",1.83,"13,814","13,050",1.06
4282025000,강원도 고성군 간성읍,"6,753","3,326",2.03,"3,545","3,208",1.11
4282025300,강원도 고성군 거진읍,"6,154","3,551",1.73,"3,055","3,099",0.99
4282031000,강원도 고성군 현내면,"2,349","1,365",1.72,"1,149","1,200",0.96
4282032000,강원도 고성군 죽왕면,"3,656","2,038",1.79,"1,880","1,776",1.06
4282033000,강원도 고성군 토성면,"7,952","4,435",1.79,"4,185","3,767",1.11
4283000000,강원도 양양군 ,"28,006","14,613",1.92,"14,269","13,737",1.04
4283025000,강원도 양양군 양양읍,"12,710","6,155",2.06,"6,443","6,267",1.03
4283031000,강원도 양양군 서면,"2,828","1,511",1.87,"1,463","1,365",1.07
4283032000,강원도 양양군 손양면,"2,289","1,235",1.85,"1,156","1,133",1.02
4283033000,강원도 양양군 현북면,"2,584","1,505",1.72,"1,332","1,252",1.06
4283034000,강원도 양양군 현남면,"3,029","1,729",1.75,"1,567","1,462",1.07
4283035000,강원도 양양군 강현면,"4,566","2,478",1.84,"2,308","2,258",1.02
4300000000,충청북도  ,"1,596,955","750,635",2.13,"809,946","787,009",1.03
4311000000,충청북도 청주시 ,"846,291","380,651",2.22,"426,502","419,789",1.02
4311100000,충청북도 청주시 상당구 ,"193,673","83,394",2.32,"96,292","97,381",0.99
4311131000,충청북도 청주시 상당구 낭성면,"2,238","1,228",1.82,"1,174","1,064",1.1
4311132000,충청북도 청주시 상당구 미원면,"4,932","2,790",1.77,"2,528","2,404",1.05
4311133000,충청북도 청주시 상당구 가덕면,"3,897","2,083",1.87,"1,990","1,907",1.04
4311134000,충청북도 청주시 상당구 남일면,"6,770","3,152",2.15,"3,435","3,335",1.03
4311135000,충청북도 청주시 상당구 문의면,"3,963","2,045",1.94,"2,056","1,907",1.08
4311152500,충청북도 청주시 상당구 중앙동,"6,946","3,488",1.99,"3,422","3,524",0.97
4311154500,충청북도 청주시 상당구 성안동,"6,804","3,862",1.76,"3,501","3,303",1.06
4311162000,충청북도 청주시 상당구 탑대성동,"8,724","4,146",2.1,"4,270","4,454",0.96
4311167000,충청북도 청주시 상당구 영운동,"10,536","5,150",2.05,"5,224","5,312",0.98
4311168000,충청북도 청주시 상당구 금천동,"31,030","12,507",2.48,"15,047","15,983",0.94
4311169000,충청북도 청주시 상당구 용담.명암.산성동,"13,503","4,902",2.75,"6,653","6,850",0.97
4311172000,충청북도 청주시 상당구 용암1동,"54,308","22,227",2.44,"27,257","27,051",1.01
4311173000,충청북도 청주시 상당구 용암2동,"40,022","15,814",2.53,"19,735","20,287",0.97
4311200000,충청북도 청주시 서원구 ,"193,630","88,082",2.2,"96,165","97,465",0.99
4311231000,충청북도 청주시 서원구 남이면,"10,091","4,680",2.16,"5,257","4,834",1.09
4311232000,충청북도 청주시 서원구 현도면,"3,273","1,834",1.78,"1,701","1,572",1.08
4311251000,충청북도 청주시 서원구 사직1동,"7,486","3,765",1.99,"3,848","3,638",1.06
4311252000,충청북도 청주시 서원구 사직2동,"14,159","5,715",2.48,"6,896","7,263",0.95
4311253000,충청북도 청주시 서원구 사창동,"14,701","8,339",1.76,"7,271","7,430",0.98
4311254000,충청북도 청주시 서원구 모충동,"14,385","7,371",1.95,"7,239","7,146",1.01
4311255000,충청북도 청주시 서원구 산남동,"26,434","10,457",2.53,"13,180","13,254",0.99
4311256000,충청북도 청주시 서원구 분평동,"30,389","11,936",2.55,"14,836","15,553",0.95
4311257000,충청북도 청주시 서원구 수곡1동,"13,312","6,930",1.92,"6,708","6,604",1.02
4311258000,충청북도 청주시 서원구 수곡2동,"15,553","7,571",2.05,"7,685","7,868",0.98
4311259000,충청북도 청주시 서원구 성화.개신.죽림동,"43,847","19,484",2.25,"21,544","22,303",0.97
4311300000,충청북도 청주시 흥덕구 ,"265,316","121,161",2.19,"134,592","130,724",1.03
4311325000,충청북도 청주시 흥덕구 오송읍,"23,828","11,725",2.03,"11,818","12,010",0.98
4311331000,충청북도 청주시 흥덕구 강내면,"10,743","5,021",2.14,"5,516","5,227",1.06
4311332000,충청북도 청주시 흥덕구 옥산면,"18,019","7,860",2.29,"9,225","8,794",1.05
4311370000,충청북도 청주시 흥덕구 운천.신봉동,"16,882","7,658",2.2,"8,403","8,479",0.99
